timestep, s, u, i, r
0, 590, 0, 10, 0
1, 575, 0, 24, 1
2, 554, 0, 43, 3
3, 524, 0, 68, 8
4, 501, 0, 78, 21
5, 476, 0, 93, 31
6, 469, 0, 96, 35
7, 461, 0, 92, 47
8, 447, 0, 96, 57
9, 422, 0, 110, 68
10, 406, 0, 107, 87
11, 390, 0, 111, 99
12, 375, 0, 110, 115
13, 361, 0, 108, 131
14, 337, 0, 121, 142
15, 316, 0, 133, 151
16, 298, 0, 134, 168
17, 274, 0, 146, 180
18, 262, 0, 144, 194
19, 250, 0, 137, 213
20, 244, 0, 133, 223
21, 240, 0, 119, 241
22, 236, 0, 114, 250
23, 230, 0, 99, 271
24, 221, 0, 94, 285
25, 213, 0, 91, 296
26, 206, 0, 90, 304
27, 203, 0, 79, 318
28, 198, 0, 79, 323
29, 195, 0, 75, 330
30, 189, 0, 71, 340
31, 176, 0, 71, 353
32, 166, 0, 71, 363
33, 164, 0, 62, 374
34, 155, 0, 68, 377
35, 142, 0, 75, 383
36, 126, 0, 79, 395
37, 118, 0, 81, 401
38, 113, 0, 77, 410
39, 113, 0, 69, 418
40, 110, 0, 68, 422
41, 104, 0, 68, 428
42, 100, 0, 65, 435
43, 100, 0, 58, 442
44, 90, 0, 64, 446
45, 84, 0, 65, 451
46, 82, 0, 56, 462
47, 81, 0, 49, 470
48, 80, 0, 48, 472
49, 79, 0, 47, 474
50, 72, 0, 49, 479
51, 67, 0, 50, 483
52, 63, 0, 50, 487
53, 58, 0, 51, 491
54, 55, 0, 43, 502
55, 42, 0, 49, 509
56, 38, 0, 49, 513
57, 30, 0, 49, 521
58, 24, 0, 53, 523
59, 14, 0, 54, 532
60, 11, 0, 51, 538
61, 3, 0, 53, 544
62, 3, 0, 50, 547
63, 3, 0, 39, 558
64, 3, 0, 39, 558
65, 2, 0, 33, 565
66, 2, 0, 30, 568
67, 2, 0, 25, 573
68, 1, 0, 23, 576
69, 1, 0, 20, 579
70, 1, 0, 19, 580
71, 1, 0, 15, 584
72, 1, 0, 13, 586
73, 1, 0, 13, 586
74, 1, 0, 10, 589
75, 1, 0, 9, 590
76, 1, 0, 9, 590
77, 1, 0, 8, 591
78, 1, 0, 7, 592
79, 1, 0, 5, 594
80, 1, 0, 4, 595
81, 1, 0, 4, 595
82, 1, 0, 2, 597
83, 1, 0, 2, 597
84, 1, 0, 1, 598
85, 1, 0, 0, 599
