timestep, s, u, i, r
0, 593, 0, 6, 1
1, 585, 0, 14, 1
2, 574, 0, 22, 4
3, 554, 0, 37, 9
4, 526, 0, 60, 14
5, 506, 0, 75, 19
6, 484, 0, 88, 28
7, 466, 0, 94, 40
8, 442, 0, 108, 50
9, 423, 0, 115, 62
10, 413, 0, 106, 81
11, 402, 0, 111, 87
12, 381, 0, 118, 101
13, 347, 0, 136, 117
14, 331, 0, 138, 131
15, 314, 0, 142, 144
16, 299, 0, 147, 154
17, 284, 0, 143, 173
18, 270, 0, 142, 188
19, 245, 0, 153, 202
20, 233, 0, 155, 212
21, 216, 0, 157, 227
22, 210, 0, 151, 239
23, 207, 0, 138, 255
24, 190, 0, 133, 277
25, 179, 0, 122, 299
26, 173, 0, 113, 314
27, 162, 0, 109, 329
28, 154, 0, 105, 341
29, 150, 0, 91, 359
30, 140, 0, 92, 368
31, 130, 0, 95, 375
32, 120, 0, 95, 385
33, 114, 0, 91, 395
34, 103, 0, 95, 402
35, 87, 0, 102, 411
36, 74, 0, 102, 424
37, 67, 0, 101, 432
38, 63, 0, 94, 443
39, 60, 0, 83, 457
40, 55, 0, 75, 470
41, 35, 0, 80, 485
42, 29, 0, 80, 491
43, 25, 0, 71, 504
44, 22, 0, 70, 508
45, 15, 0, 70, 515
46, 7, 0, 73, 520
47, 1, 0, 73, 526
48, 0, 0, 63, 537
49, 0, 0, 54, 546
50, 0, 0, 47, 553
51, 0, 0, 46, 554
52, 0, 0, 41, 559
53, 0, 0, 39, 561
54, 0, 0, 32, 568
55, 0, 0, 29, 571
56, 0, 0, 26, 574
57, 0, 0, 22, 578
58, 0, 0, 21, 579
59, 0, 0, 19, 581
60, 0, 0, 18, 582
61, 0, 0, 14, 586
62, 0, 0, 13, 587
63, 0, 0, 11, 589
64, 0, 0, 11, 589
65, 0, 0, 11, 589
66, 0, 0, 10, 590
67, 0, 0, 10, 590
68, 0, 0, 7, 593
69, 0, 0, 7, 593
70, 0, 0, 6, 594
71, 0, 0, 3, 597
72, 0, 0, 3, 597
73, 0, 0, 3, 597
74, 0, 0, 3, 597
75, 0, 0, 3, 597
76, 0, 0, 3, 597
77, 0, 0, 3, 597
78, 0, 0, 3, 597
79, 0, 0, 3, 597
80, 0, 0, 3, 597
81, 0, 0, 3, 597
82, 0, 0, 2, 598
83, 0, 0, 2, 598
84, 0, 0, 2, 598
85, 0, 0, 2, 598
86, 0, 0, 2, 598
87, 0, 0, 2, 598
88, 0, 0, 2, 598
89, 0, 0, 2, 598
90, 0, 0, 1, 599
91, 0, 0, 1, 599
92, 0, 0, 1, 599
93, 0, 0, 1, 599
94, 0, 0, 1, 599
95, 0, 0, 1, 599
96, 0, 0, 1, 599
97, 0, 0, 1, 599
98, 0, 0, 1, 599
99, 0, 0, 1, 599
