timestep, s, u, i, r
0, 591, 0, 9, 0
1, 586, 0, 12, 2
2, 584, 0, 13, 3
3, 579, 0, 17, 4
4, 577, 0, 18, 5
5, 573, 0, 21, 6
6, 570, 0, 22, 8
7, 566, 0, 20, 14
8, 561, 0, 23, 16
9, 559, 0, 24, 17
10, 555, 0, 26, 19
11, 549, 0, 29, 22
12, 543, 0, 33, 24
13, 536, 0, 38, 26
14, 529, 0, 43, 28
15, 518, 0, 46, 36
16, 509, 0, 50, 41
17, 502, 0, 51, 47
18, 494, 0, 59, 47
19, 484, 0, 61, 55
20, 474, 0, 65, 61
21, 463, 0, 73, 64
22, 454, 0, 74, 72
23, 445, 0, 75, 80
24, 436, 0, 72, 92
25, 422, 0, 78, 100
26, 413, 0, 79, 108
27, 403, 0, 83, 114
28, 399, 0, 79, 122
29, 393, 0, 78, 129
30, 389, 0, 78, 133
31, 384, 0, 75, 141
32, 377, 0, 70, 153
33, 371, 0, 66, 163
34, 366, 0, 64, 170
35, 356, 0, 64, 180
36, 348, 0, 67, 185
37, 337, 0, 70, 193
38, 326, 0, 76, 198
39, 311, 0, 82, 207
40, 303, 0, 81, 216
41, 300, 0, 73, 227
42, 298, 0, 64, 238
43, 294, 0, 64, 242
44, 291, 0, 64, 245
45, 288, 0, 62, 250
46, 283, 0, 62, 255
47, 277, 0, 62, 261
48, 270, 0, 65, 265
49, 269, 0, 59, 272
50, 262, 0, 63, 275
51, 259, 0, 62, 279
52, 254, 0, 58, 288
53, 250, 0, 60, 290
54, 248, 0, 56, 296
55, 246, 0, 53, 301
56, 241, 0, 53, 306
57, 239, 0, 47, 314
58, 236, 0, 46, 318
59, 232, 0, 45, 323
60, 229, 0, 44, 327
61, 226, 0, 40, 334
62, 224, 0, 38, 338
63, 221, 0, 38, 341
64, 220, 0, 37, 343
65, 218, 0, 32, 350
66, 216, 0, 31, 353
67, 213, 0, 32, 355
68, 212, 0, 29, 359
69, 209, 0, 28, 363
70, 207, 0, 29, 364
71, 206, 0, 26, 368
72, 203, 0, 27, 370
73, 203, 0, 26, 371
74, 203, 0, 24, 373
75, 201, 0, 21, 378
76, 201, 0, 21, 378
77, 200, 0, 19, 381
78, 199, 0, 16, 385
79, 199, 0, 13, 388
80, 197, 0, 15, 388
81, 196, 0, 15, 389
82, 195, 0, 15, 390
83, 193, 0, 16, 391
84, 189, 0, 17, 394
85, 188, 0, 16, 396
86, 184, 0, 17, 399
87, 184, 0, 15, 401
88, 182, 0, 17, 401
89, 181, 0, 18, 401
90, 178, 0, 19, 403
91, 175, 0, 22, 403
92, 172, 0, 24, 404
93, 169, 0, 23, 408
94, 165, 0, 25, 410
95, 165, 0, 21, 414
96, 165, 0, 19, 416
97, 163, 0, 20, 417
98, 163, 0, 18, 419
99, 162, 0, 18, 420
