timestep, s, u, i, r
0, 591, 0, 9, 0
1, 591, 0, 9, 0
2, 591, 0, 6, 3
3, 591, 0, 5, 4
4, 591, 0, 5, 4
5, 591, 0, 4, 5
6, 591, 0, 2, 7
7, 591, 0, 2, 7
8, 591, 0, 2, 7
9, 591, 0, 2, 7
10, 591, 0, 1, 8
11, 591, 0, 1, 8
12, 591, 0, 1, 8
13, 591, 0, 1, 8
14, 591, 0, 1, 8
15, 591, 0, 0, 9
