timestep, s, u, i, r
0, 587, 0, 13, 0
1, 587, 0, 11, 2
2, 587, 0, 10, 3
3, 587, 0, 9, 4
4, 587, 0, 9, 4
5, 587, 0, 6, 7
6, 587, 0, 5, 8
7, 587, 0, 5, 8
8, 587, 0, 5, 8
9, 587, 0, 4, 9
10, 587, 0, 4, 9
11, 587, 0, 4, 9
12, 587, 0, 4, 9
13, 587, 0, 4, 9
14, 587, 0, 4, 9
15, 587, 0, 3, 10
16, 587, 0, 2, 11
17, 587, 0, 2, 11
18, 587, 0, 2, 11
19, 587, 0, 2, 11
20, 587, 0, 2, 11
21, 587, 0, 2, 11
22, 587, 0, 2, 11
23, 587, 0, 2, 11
24, 587, 0, 2, 11
25, 587, 0, 1, 12
26, 587, 0, 1, 12
27, 587, 0, 0, 13
