timestep, s, u, i, r
0, 577, 0, 20, 3
1, 550, 0, 47, 3
2, 528, 0, 58, 14
3, 511, 0, 66, 23
4, 493, 0, 71, 36
5, 472, 0, 84, 44
6, 450, 0, 100, 50
7, 426, 0, 113, 61
8, 386, 0, 142, 72
9, 347, 0, 167, 86
10, 318, 0, 176, 106
11, 292, 0, 184, 124
12, 264, 0, 194, 142
13, 242, 0, 199, 159
14, 230, 0, 190, 180
15, 219, 0, 186, 195
16, 200, 0, 183, 217
17, 180, 0, 181, 239
18, 170, 0, 170, 260
19, 158, 0, 165, 277
20, 147, 0, 160, 293
21, 142, 0, 145, 313
22, 139, 0, 135, 326
23, 136, 0, 125, 339
24, 132, 0, 119, 349
25, 129, 0, 109, 362
26, 124, 0, 98, 378
27, 115, 0, 89, 396
28, 108, 0, 86, 406
29, 103, 0, 84, 413
30, 102, 0, 77, 421
31, 100, 0, 73, 427
32, 97, 0, 67, 436
33, 96, 0, 64, 440
34, 94, 0, 60, 446
35, 92, 0, 58, 450
36, 89, 0, 57, 454
37, 86, 0, 55, 459
38, 82, 0, 56, 462
39, 80, 0, 54, 466
40, 80, 0, 46, 474
41, 78, 0, 43, 479
42, 78, 0, 37, 485
43, 74, 0, 38, 488
44, 72, 0, 37, 491
45, 68, 0, 37, 495
46, 66, 0, 34, 500
47, 64, 0, 35, 501
48, 63, 0, 29, 508
49, 63, 0, 27, 510
50, 62, 0, 22, 516
51, 61, 0, 21, 518
52, 61, 0, 19, 520
53, 61, 0, 15, 524
54, 61, 0, 12, 527
55, 61, 0, 11, 528
56, 59, 0, 11, 530
57, 58, 0, 11, 531
58, 58, 0, 9, 533
59, 58, 0, 9, 533
60, 58, 0, 8, 534
61, 57, 0, 9, 534
62, 56, 0, 9, 535
63, 56, 0, 8, 536
64, 56, 0, 8, 536
65, 54, 0, 10, 536
66, 52, 0, 10, 538
67, 52, 0, 8, 540
68, 52, 0, 6, 542
69, 51, 0, 7, 542
70, 50, 0, 8, 542
71, 48, 0, 10, 542
72, 45, 0, 13, 542
73, 44, 0, 12, 544
74, 41, 0, 15, 544
75, 39, 0, 15, 546
76, 37, 0, 16, 547
77, 35, 0, 17, 548
78, 34, 0, 16, 550
79, 33, 0, 15, 552
80, 31, 0, 15, 554
81, 27, 0, 17, 556
82, 25, 0, 18, 557
83, 24, 0, 17, 559
84, 21, 0, 17, 562
85, 20, 0, 17, 563
86, 16, 0, 19, 565
87, 13, 0, 21, 566
88, 10, 0, 22, 568
89, 9, 0, 21, 570
90, 9, 0, 20, 571
91, 7, 0, 21, 572
92, 6, 0, 17, 577
93, 6, 0, 15, 579
94, 6, 0, 10, 584
95, 6, 0, 9, 585
96, 6, 0, 9, 585
97, 5, 0, 9, 586
98, 5, 0, 9, 586
99, 2, 0, 9, 589
