timestep, s, u, i, r
0, 594, 0, 6, 0
1, 589, 0, 9, 2
2, 583, 0, 15, 2
3, 569, 0, 29, 2
4, 555, 0, 38, 7
5, 536, 0, 50, 14
6, 528, 0, 50, 22
7, 523, 0, 47, 30
8, 505, 0, 62, 33
9, 497, 0, 68, 35
10, 481, 0, 74, 45
11, 472, 0, 75, 53
12, 458, 0, 81, 61
13, 444, 0, 83, 73
14, 429, 0, 88, 83
15, 409, 0, 97, 94
16, 398, 0, 96, 106
17, 386, 0, 96, 118
18, 380, 0, 93, 127
19, 357, 0, 103, 140
20, 344, 0, 98, 158
21, 338, 0, 95, 167
22, 317, 0, 108, 175
23, 296, 0, 118, 186
24, 267, 0, 132, 201
25, 250, 0, 135, 215
26, 225, 0, 148, 227
27, 214, 0, 142, 244
28, 199, 0, 140, 261
29, 182, 0, 144, 274
30, 161, 0, 149, 290
31, 151, 0, 141, 308
32, 146, 0, 136, 318
33, 140, 0, 128, 332
34, 123, 0, 136, 341
35, 116, 0, 130, 354
36, 111, 0, 122, 367
37, 97, 0, 128, 375
38, 91, 0, 120, 389
39, 82, 0, 113, 405
40, 74, 0, 111, 415
41, 69, 0, 107, 424
42, 64, 0, 100, 436
43, 60, 0, 89, 451
44, 59, 0, 80, 461
45, 56, 0, 72, 472
46, 55, 0, 70, 475
47, 50, 0, 65, 485
48, 43, 0, 64, 493
49, 37, 0, 63, 500
50, 25, 0, 68, 507
51, 12, 0, 74, 514
52, 8, 0, 74, 518
53, 3, 0, 71, 526
54, 3, 0, 64, 533
55, 2, 0, 56, 542
56, 1, 0, 50, 549
57, 0, 0, 47, 553
58, 0, 0, 41, 559
59, 0, 0, 37, 563
60, 0, 0, 34, 566
61, 0, 0, 31, 569
62, 0, 0, 27, 573
63, 0, 0, 25, 575
64, 0, 0, 22, 578
65, 0, 0, 20, 580
66, 0, 0, 18, 582
67, 0, 0, 17, 583
68, 0, 0, 15, 585
69, 0, 0, 14, 586
70, 0, 0, 13, 587
71, 0, 0, 13, 587
72, 0, 0, 13, 587
73, 0, 0, 13, 587
74, 0, 0, 12, 588
75, 0, 0, 12, 588
76, 0, 0, 11, 589
77, 0, 0, 10, 590
78, 0, 0, 10, 590
79, 0, 0, 9, 591
80, 0, 0, 9, 591
81, 0, 0, 7, 593
82, 0, 0, 6, 594
83, 0, 0, 6, 594
84, 0, 0, 6, 594
85, 0, 0, 6, 594
86, 0, 0, 5, 595
87, 0, 0, 5, 595
88, 0, 0, 4, 596
89, 0, 0, 3, 597
90, 0, 0, 3, 597
91, 0, 0, 2, 598
92, 0, 0, 2, 598
93, 0, 0, 2, 598
94, 0, 0, 2, 598
95, 0, 0, 2, 598
96, 0, 0, 2, 598
97, 0, 0, 2, 598
98, 0, 0, 2, 598
99, 0, 0, 1, 599
